address,prices,Rooms,Square_in_m^2,floor,Type,Year,District
" мкр Калкаман-2, Абишева 3",24 500 000 〒,1, 40, 3/16,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 Вахтангова,30 200 000 〒,1, 35.1, 3/5,['кирпичный дом'],['1987 г.п.'],[]
" мкр Кокжиек, Геологов 1 — Геологов",20 000 000 〒,1, 32, 3/3,['кирпичный дом'],['1980 г.п.'],['Жетысуский р-н']
 Байзакова 289 — Абая,16 000 000 〒,1, 18, 2/4,['кирпичный дом'],['1969 г.п.'],['Бостандыкский р-н']
" мкр Ожет, Северное кольцо 86/3 — Рынок Ожет",17 000 000 〒,1, 34, 2/7,['монолитный дом'],['2014 г.п.'],['Алатауский р-н']
 мкр Аксай-2 7,57 000 000 〒,4, 90, 7/9,['панельный дом'],['1987 г.п.'],['Ауэзовский р-н']
 мкр Тастак-2 257 — Толе би - Тлендиева,41 000 000 〒,2, 52.3, 4/9,[],['1996 г.п.'],['Алмалинский р-н']
" мкр 13-й военный городок, Мкр 13-й военный городок",19 000 000 〒,1, 33, 3/3,['кирпичный дом'],['1984 г.п.'],['Турксибский р-н']
 Брусиловского 167,47 000 000 〒,2, 63.1, 7/18,['монолитный дом'],['2012 г.п.'],['Алмалинский р-н']
" мкр Тастак-2, Толе би 273/4 — Панорама",78 000 000 〒,2, 90, 6/12,['монолитный дом'],['2015 г.п.'],['Алмалинский р-н']
 Саина 10,14 000 000 〒,1, 16.7, 4/5,['кирпичный дом'],['1976 г.п.'],['Ауэзовский р-н']
 мкр Нуркент (Алгабас-1) 5/8 — Алматы Арена,47 000 000 〒,3, 90, 4/9,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 мкр Думан-2 25,41 000 000 〒,2, 66, 1/5,['монолитный дом'],['2018 г.п.'],['Медеуский р-н']
" мкр Коктем-3, Көктем-3 ш/а. 34 — КАЗГУ жанында",33 000 000 〒,1, 36, 1/5,[],['1975 г.п.'],['Бостандыкский р-н']
 Беринга 44 — Базар Алтай,45 000 000 〒,4, 75, 1/4,['панельный дом'],['1976 г.п.'],['Турксибский р-н']
 мкр Шугыла 16,45 000 000 〒,3, 98, 11/16,['монолитный дом'],['2010 г.п.'],['Наурызбайский р-н']
" мкр Шугыла, Жунисова 14/18 — Алатау-Толе би",27 500 000 〒,1, 31, 7/10,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 мкр Курамыс 78,43 000 000 〒,2, 66.23, 1/3,['кирпичный дом'],['2023 г.п.'],['Наурызбайский р-н']
 мкр Аксай-3А 45,65 000 000 〒,4, 86, 5/5,['панельный дом'],['1989 г.п.'],['Ауэзовский р-н']
" мкр Таугуль, Саина 13а",55 000 000 〒,2, 69.7, 4/12,['монолитный дом'],['2019 г.п.'],['Ауэзовский р-н']
 мкр Аксай-1 — Саина -Толе би,41 000 000 〒,3, 72, 5/9,['панельный дом'],['1982 г.п.'],['Ауэзовский р-н']
 мкр Нуркент (Алгабас-1) 5/7 — Атлетическая деревня,35 000 000 〒,2, 57, 1/8,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 8 марта 6,11 500 000 〒,2, 50, 2/2,[],['1996 г.п.'],[]
 Спасская 66д — Спасская Бекмаханова,28 000 000 〒,2, 61, 6/6,[],['2011 г.п.'],['Турксибский р-н']
 Суюнбая 263/9 — Суюнбая/Элеваторская,27 000 000 〒,2, 42.6, 3/4,['кирпичный дом'],['1961 г.п.'],['Турксибский р-н']
" мкр Шугыла, Мкр. Шугыла",38 000 000 〒,3, 75, 1/9,['монолитный дом'],['2023 г.п.'],['Наурызбайский р-н']
 мкр Мирас 70 — Джандосова-Лебедево,12 300 000 〒,1, 18, 4/5,['панельный дом'],['1980 г.п.'],['Бостандыкский р-н']
 Саина — Саина Толеби,12 000 000 〒,1, 18, 1/4,['кирпичный дом'],['1980 г.п.'],['Ауэзовский р-н']
 Райымбек батыра 163 — Дилер Nissan,26 000 000 〒,2, 50.25, 7/9,['кирпичный дом'],['2023 г.п.'],['Медеуский р-н']
 мкр Кайрат 13 — Рынок Жетысу,23 500 000 〒,1, 40.08, 4/7,['монолитный дом'],['2023 г.п.'],['Турксибский р-н']
 Наурызбай Батыра 68 — Айтеке Би,40 000 000 〒,1, 32.4, 1/4,['кирпичный дом'],['1967 г.п.'],['Алмалинский р-н']
 Макаренко 58 — Акпаева,6 200 000 〒,1, 16.1, 3/4,['панельный дом'],['1972 г.п.'],['Жетысуский р-н']
 мкр Нуркент (Алгабас-1) 71 — Рыскулова-Момышулы,36 000 000 〒,2, 68, 7/9,['монолитный дом'],['2018 г.п.'],['Алатауский р-н']
 мкр Нуркент (Алгабас-1) 5/14 — Момышулы Универсиадная,39 999 999 〒,2, 49, 4/14,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 мкр Жетысу-4 23 — Абая-Момышулы,64 000 000 〒,3, 78, 3/10,['монолитный дом'],['2007 г.п.'],['Ауэзовский р-н']
 Утеген батыра 90 — Кабдолова Мотозалка,33 000 000 〒,3, 58, 2/5,['панельный дом'],['1978 г.п.'],['Ауэзовский р-н']
 Водник,29 500 000 〒,3, 65, 4/5,['панельный дом'],['1988 г.п.'],[]
 мкр Кулагер,36 800 000 〒,2, 67, 3/9,['монолитный дом'],['2004 г.п.'],['Жетысуский р-н']
 мкр Нуркент (Алгабас-1) 78,21 000 000 〒,1, 39.7, 6/9,['монолитный дом'],['2018 г.п.'],['Алатауский р-н']
 мкр Жетысу-4 23,64 000 000 〒,3, 78, 3/10,['монолитный дом'],['2007 г.п.'],['Ауэзовский р-н']
 Талгарский тракт 6,28 500 000 〒,2, 49.4, 1/10,['монолитный дом'],['2022 г.п.'],['Медеуский р-н']
 мкр Думан-2 13,64 000 000 〒,4, 97, 3/5,['монолитный дом'],['2020 г.п.'],['Медеуский р-н']
 мкр Тастак-1 15,40 000 000 〒,3, 58,,['панельный дом'],['1984 г.п.'],['Ауэзовский р-н']
 мкр Теректы 4/1 — Рыскулова- Онгарсынова,22 000 000 〒,1, 43, 3/3,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
 мкр Боралдай (Бурундай) 4 — Рядом магнум,28 000 000 〒,3, 58, 1/5,['панельный дом'],['1977 г.п.'],['Алатауский р-н']
 Абая 6 — Брусиловского,39 500 000 〒,2, 64, 17/20,['монолитный дом'],['2022 г.п.'],['Бостандыкский р-н']
 мкр Жулдыз-2 20,43 900 000 〒,3, 68, 3/5,['кирпичный дом'],['1988 г.п.'],['Турксибский р-н']
 мкр Шугыла 8/6 — Жунисова,20 000 000 〒,1, 27.3, 10/10,[],['2021 г.п.'],['Наурызбайский р-н']
 Райымьека 241Г,40 000 000 〒,3, 75, 6/9,['монолитный дом'],['2008 г.п.'],['Жетысуский р-н']
 Нурмакова — Карасай батыра нурмакова,41 000 000 〒,2, 54, 3/5,['панельный дом'],['1980 г.п.'],['Алмалинский р-н']
 мкр Алгабас,13 590 000 〒,1, 26.1, 4/5,['кирпичный дом'],['2023 г.п.'],['Алатауский р-н']
 мкр Алмагуль,27 800 000 〒,1, 33, 5/5,['панельный дом'],['1982 г.п.'],['Бостандыкский р-н']
 1/18 6,36 500 000 〒,1, 43, 12/13,['монолитный дом'],['2021 г.п.'],['Ауэзовский р-н']
 Абая 164 — Брусиловского,46 000 000 〒,2, 45, 12/18,['монолитный дом'],['2022 г.п.'],['Бостандыкский р-н']
 Райымбека 590/6 — Жуалы,25 000 000 〒,1, 40, 5/9,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 мкр №12,29 300 000 〒,2, 44.3, 2/4,['панельный дом'],['1969 г.п.'],['Ауэзовский р-н']
 мкр Аксай-3 34,44 000 000 〒,4, 83, 4/5,['панельный дом'],['1988 г.п.'],['Ауэзовский р-н']
 мкр Акбулак — Сайна ташкенская,28 000 000 〒,2, 44, 5/5,['панельный дом'],['1974 г.п.'],['Ауэзовский р-н']
 мкр №10 А — Шаляпина-Саина,32 000 000 〒,2, 44.6, 4/4,['панельный дом'],['1967 г.п.'],['Ауэзовский р-н']
 мкр №3 39А,12 000 000 〒,1, 13, 4/4,['панельный дом'],['1965 г.п.'],['Ауэзовский р-н']
 мкр Казахфильм 23 — Исиналиева,31 500 000 〒,2, 42.1, 4/5,['панельный дом'],['1977 г.п.'],['Бостандыкский р-н']
 Торекулова 95,30 500 000 〒,1, 47, 6/12,['монолитный дом'],['2023 г.п.'],['Алмалинский р-н']
" мкр Коккайнар, Аркалык 133",18 000 000 〒,1, 30, 3/5,['монолитный дом'],['2018 г.п.'],['Алатауский р-н']
 Аль-Фараби — Ходжанова,76 000 000 〒,3, 89, 3/21,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
" мкр Акбулак, Дарабоз 19",40 000 000 〒,2, 58.4, 11/12,['монолитный дом'],['2018 г.п.'],['Алатауский р-н']
 мкр Таугуль,29 000 000 〒,1, 40, 5/5,['панельный дом'],['1989 г.п.'],['Ауэзовский р-н']
 Кабдолова 4 — Grand park 11 корпус,35 000 000 〒,3, 58, 1/4,['панельный дом'],['1973 г.п.'],['Ауэзовский р-н']
 Сатпаева 90,42 000 000 〒,2, 57, 1/12,['монолитный дом'],['2023 г.п.'],[]
 мкр Орбита-3 — мустафина торайгырова,45 000 000 〒,3, 65, 3/5,['панельный дом'],['1976 г.п.'],['Бостандыкский р-н']
 Кабдолова 4 — Grand park 11 корпус,35 000 000 〒,3, 58, 1/4,['панельный дом'],['1973 г.п.'],['Ауэзовский р-н']
 Сатпаева 90,42 000 000 〒,2, 57, 1/12,['монолитный дом'],['2023 г.п.'],[]
 мкр Орбита-3 — мустафина торайгырова,45 000 000 〒,3, 65, 3/5,['панельный дом'],['1976 г.п.'],['Бостандыкский р-н']
 джандосова 17,25 200 000 〒,2, 41, 3/3,['кирпичный дом'],['1966 г.п.'],['Бостандыкский р-н']
 Микрорайон Кайрат 1 — Рыскулова Кульджинка,19 000 000 〒,2, 46.2, 5/9,['монолитный дом'],['2023 г.п.'],['Турксибский р-н']
 Толе би 274,50 000 000 〒,2, 90, 5/12,['монолитный дом'],['2015 г.п.'],['Ауэзовский р-н']
 Шевченко 92 — Наурызбай Батыра,125 000 000 〒,2, 90, 13/13,['монолитный дом'],['2021 г.п.'],['Алмалинский р-н']
 мкр №5 — Абая Матезалки,24 000 000 〒,1, 30, 1/4,['панельный дом'],['1965 г.п.'],['Ауэзовский р-н']
 Бухар жырау 27/5,135 990 000 〒,4, 160, 10/22,['монолитный дом'],['2010 г.п.'],['Бостандыкский р-н']
 мкр №9 69/3 — Жандосова-Саина,42 000 000 〒,3, 61.9, 4/4,['панельный дом'],['1972 г.п.'],['Ауэзовский р-н']
 мкр Мамыр-3 4,90 000 000 〒,4, 108, 5/9,['монолитный дом'],['2008 г.п.'],['Ауэзовский р-н']
 мкр Боралдай (Бурундай) 5 — Водник Менделеева,16 000 000 〒,2, 45.3, 1/3,['панельный дом'],['1986 г.п.'],['Алатауский р-н']
 мкр Жас Канат 25,32 500 000 〒,2, 67, 5/9,['монолитный дом'],['2016 г.п.'],['Турксибский р-н']
" мкр Шугыла, Жунисова",39 000 000 〒,3, 72.2, 5/6,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 Торайгырова 19 — Мустафина,29 000 000 〒,1, 32.9, 12/12,['монолитный дом'],['2021 г.п.'],['Бостандыкский р-н']
" мкр Атырау, Буровая 11",50 000 000 〒,3, 85.9, 6/7,['монолитный дом'],['2021 г.п.'],['Медеуский р-н']
 мкр №2 16 — Жубанова- алтынсарина,20 600 000 〒,1, 31, 1/4,['панельный дом'],['1962 г.п.'],['Ауэзовский р-н']
 мкр Орбита-4 11,34 000 000 〒,1, 32, 3/5,['кирпичный дом'],['1982 г.п.'],['Бостандыкский р-н']
" мкр Шугыла, Мкр. Шугыла 340/3",33 000 000 〒,3, 77.39, 4/10,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Тургут Озала 237,28 000 000 〒,1, 42.27, 13/16,['монолитный дом'],['2024 г.п.'],['Бостандыкский р-н']
" мкр Коктобе, Сагадат Нурмагамбетова 140/5",135 000 000 〒,2, 80, 2/4,['монолитный дом'],['2023 г.п.'],['Медеуский р-н']
 Сейфуллина 452 — Мега Парк,53 000 000 〒,3, 61, 2/5,['панельный дом'],['1974 г.п.'],['Алмалинский р-н']
 мкр Тастак-1 — Напротив Сайрана,50 000 000 〒,2, 57, 3/9,['панельный дом'],['1987 г.п.'],['Ауэзовский р-н']
 мкр Калкаман-2 8/3,16 000 000 〒,1, 29.62, 9/10,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 мкр Алмагуль 238 — Утепова розыбакиева,38 000 000 〒,3, 58, 3/4,['панельный дом'],['1961 г.п.'],['Бостандыкский р-н']
 Сейфуллина 51 — Сейфуллина кассина,29 000 000 〒,1, 51, 8/10,['монолитный дом'],['2022 г.п.'],['Турксибский р-н']
 Арайлы 12,61 000 000 〒,2, 58, 5/8,['монолитный дом'],['2019 г.п.'],['Бостандыкский р-н']
 мкр №3 10,36 000 000 〒,3, 63, 2/4,['панельный дом'],['1967 г.п.'],['Ауэзовский р-н']
 мкр Тастак-2 15,48 000 000 〒,3, 67, 5/5,['панельный дом'],['1983 г.п.'],['Алмалинский р-н']
" мкр Коккайнар, Саина",18 710 000 〒,2, 44, 2/5,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
 Шолохова,45 000 000 〒,3, 75, 4/5,['кирпичный дом'],['1996 г.п.'],['Турксибский р-н']
 мкр Аксай-1А 10а,37 500 000 〒,2, 57, 3/5,['кирпичный дом'],['2008 г.п.'],['Ауэзовский р-н']
" мкр Дорожник 37 — Школа 87, минимаркет даулет",44 500 000 〒,3, 69, 2/3,['кирпичный дом'],['1986 г.п.'],['Жетысуский р-н']
" мкр Шугыла, Сакен Жунисова 14/13 — выше толеби",23 000 000 〒,2, 47, 5/10,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 Абая 164/1 — Брусиловского,98 000 000 〒,4, 140, 4/16,['монолитный дом'],['2022 г.п.'],['Алмалинский р-н']
" мкр Шугыла, Райымбека 590/6",26 000 000 〒,1, 40, 1/9,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Чайковского 34 — Макатаева,25 000 000 〒,1, 32, 1/5,['панельный дом'],['1973 г.п.'],['Алмалинский р-н']
 мкр Айнабулак-3 104,28 000 000 〒,2, 45, 5/5,['панельный дом'],['1985 г.п.'],['Жетысуский р-н']
 Сатпаева 90 — Туркебаева,39 900 000 〒,2, 40, 7/12,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 мкр Айгерим-1 73 — 14 Поликлиника- Мечеть Аскер ата,6 600 000 〒,1, 10.7, 2/2,['кирпичный дом'],['1970 г.п.'],['Алатауский р-н']
 мкр Аксай-4 81,38 000 000 〒,2, 56, 9/9,['панельный дом'],['1987 г.п.'],['Ауэзовский р-н']
 мкр Мадениет 834,39 500 000 〒,2, 57, 3/6,['монолитный дом'],['2021 г.п.'],['Алатауский р-н']
 мкр Айнабулак-2 67,33 000 000 〒,3, 65, 5/5,['панельный дом'],['1983 г.п.'],['Жетысуский р-н']
" мкр Акбулак, 1-я улица 43 — Момышулы",25 500 000 〒,1, 38, 9/12,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 Рихарда Зорге 8 — Сейфуллина,31 000 000 〒,3, 56, 1/3,['кирпичный дом'],['1961 г.п.'],['Турксибский р-н']
 мкр Акбулак,28 000 000 〒,2, 62.9, 9/9,['монолитный дом'],['2010 г.п.'],['Алатауский р-н']
 мкр Айнабулак-3 131,32 000 000 〒,2, 49, 3/5,['панельный дом'],['1985 г.п.'],['Жетысуский р-н']
 Рыскулбекова 28/6,78 000 000 〒,3, 110, 8/12,['монолитный дом'],['2016 г.п.'],['Бостандыкский р-н']
 Темирязева 99,30 000 000 〒,2, 45, 4/4,['панельный дом'],['1962 г.п.'],['Бостандыкский р-н']
 мкр Жас Канат — Конечной остановки,45 000 000 〒,3, 75, 8/9,['монолитный дом'],['2016 г.п.'],['Турксибский р-н']
 Ул.Торекулова 95,32 000 000 〒,1, 44.4, 3/12,['монолитный дом'],['2023 г.п.'],['Алмалинский р-н']
" мкр Тастак-3, Брусиловского 163",68 000 000 〒,2, 90, 10/20,['монолитный дом'],['2011 г.п.'],['Алмалинский р-н']
 мкр №8 — Абая Мотозалка,23 000 000 〒,1, 31, 1/5,['панельный дом'],['1980 г.п.'],['Ауэзовский р-н']
 Абиш Кекилбайулы 119А,49 500 000 〒,2, 94, 6/6,['монолитный дом'],['2010 г.п.'],['Бостандыкский р-н']
" мкр Шугыла, Райымбека 590/1 — Жуалы",18 700 000 〒,1, 35.4, 2/9,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 Абиш Кекилбайулы 119А,49 500 000 〒,3, 94, 6/6,['монолитный дом'],['2010 г.п.'],['Бостандыкский р-н']
 мкр Аксай-2 16,24 500 000 〒,1, 31, 2/5,['панельный дом'],['1984 г.п.'],['Ауэзовский р-н']
 мкр Орбита-4 11,30 000 000 〒,1, 35, 2/5,['кирпичный дом'],['1982 г.п.'],['Бостандыкский р-н']
" мкр Калкаман-3, Жунисова",27 000 000 〒,3, 60.27, 5/10,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
" мкр Шугыла, Ул.Жунисова — проспект Алатау",29 500 000 〒,2, 48, 5/6,[],['2022 г.п.'],['Наурызбайский р-н']
 Просп. Назарбаева 28,59 000 000 〒,2, 62, 12/13,['монолитный дом'],['2022 г.п.'],['Жетысуский р-н']
 Микрорайон Мамыр-1 26/1,58 700 000 〒,2, 85, 3,['монолитный дом'],['2022 г.п.'],['Ауэзовский р-н']
" мкр Шугыла, Райымбека — Жуалы",19 000 000 〒,1, 34, 5/9,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
" мкр Шугыла, Жунисова 8/9 — Толе Би",16 500 000 〒,1, 28, 2/10,['монолитный дом'],['2019 г.п.'],['Наурызбайский р-н']
 Сатпаева 90/20 — Сатпаева софья,51 000 000 〒,2, 56, 3/12,['монолитный дом'],['2016 г.п.'],['Бостандыкский р-н']
 мкр №1 57 — Жубанова/Алтынсарина,27 700 000 〒,2, 42.9, 3/4,['панельный дом'],['1962 г.п.'],['Ауэзовский р-н']
 Абишева 3,28 000 000 〒,1, 38, 15/16,['панельный дом'],['2022 г.п.'],[]
" мкр №10, Жандосова-Берегового 59В",18 000 000 〒,1, 28, 1/4,['кирпичный дом'],['1970 г.п.'],['Ауэзовский р-н']
 мкр Нуркент (Алгабас-1) — момышулы рыскулова,25 500 000 〒,1, 39, 1/9,['монолитный дом'],['2015 г.п.'],['Алатауский р-н']
 Басенова 10,67 000 000 〒,2, 63, 9/12,['монолитный дом'],['2021 г.п.'],['Бостандыкский р-н']
 Торекулова 95 — около Mega,32 300 000 〒,1, 44.4, 6/12,['монолитный дом'],['2023 г.п.'],['Алмалинский р-н']
 Журавлева 26,45 000 000 〒,2, 64, 13/13,['монолитный дом'],['2022 г.п.'],['Бостандыкский р-н']
 Абишева,37 000 000 〒,2, 63, 7/16,['монолитный дом'],['2023 г.п.'],['Наурызбайский р-н']
 Гагарина 310 — Гагарина - Аль-Фараби,67 000 000 〒,2, 77.7, 19/20,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 мкр №1 16 — Саина Жубанова,27 800 000 〒,2, 46.1, 4/4,['панельный дом'],['1963 г.п.'],['Ауэзовский р-н']
" мкр Шугыла, Алтын орла 79 — Мектеп",30 500 000 〒,3, 99, 9/9,[],['2022 г.п.'],['Наурызбайский р-н']
 Сейдимбек,27 499 000 〒,1, 41.32, 4/4,['кирпичный дом'],['2023 г.п.'],[]
 Пр Рыскулова 103/21,14 000 000 〒,1, 17,,['монолитный дом'],['1993 г.п.'],['Алатауский р-н']
 мкр Орбита-3 — Мустафина Торайгырова,58 000 000 〒,3, 67, 5/5,['кирпичный дом'],['1980 г.п.'],['Бостандыкский р-н']
 жубанова — спина,11 500 000 〒,1, 15, 2/2,['панельный дом'],['1975 г.п.'],['Ауэзовский р-н']
 Абиша Кекилбайулы 264блок7,135 000 000 〒,4, 122.8, 9/25,['монолитный дом'],['2009 г.п.'],['Бостандыкский р-н']
 Басенова 39 — Розыбакиева,35 000 000 〒,3, 63, 5/5,['панельный дом'],['1975 г.п.'],[]
 Достык 278 — Митина,41 000 000 〒,2, 40.7, 2/3,['кирпичный дом'],['1963 г.п.'],['Медеуский р-н']
" мкр Аккент, Мкр. Аккент 13",16 000 000 〒,1, 21, 10/10,['монолитный дом'],['2011 г.п.'],['Алатауский р-н']
 мкр Таусамалы 217,170 000 000 〒,5, 295, 1/3,['монолитный дом'],['2012 г.п.'],['Наурызбайский р-н']
 Клочкова 45,39 000 000 〒,3, 58, 5/5,['панельный дом'],['1986 г.п.'],['Алмалинский р-н']
 Райымбека 243а — ауэзова - райымбека,47 500 000 〒,3, 78, 6/9,['монолитный дом'],['2007 г.п.'],['Жетысуский р-н']
" мкр Айнабулак-3, павлодарская 133а",27 000 000 〒,2, 46, 2/5,['кирпичный дом'],['1988 г.п.'],['Жетысуский р-н']
 Жунисова 2/13 — Алатау Ташкентская,50 000 000 〒,3, 93, 2/6,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
" мкр Алмагуль, Розыбакиева 153 В",60 000 000 〒,4, 77, 1/4,['кирпичный дом'],['1974 г.п.'],['Бостандыкский р-н']
 Аэропортная 58,15 500 000 〒,1, 31.1, 10/12,['отделка дом'],['2022 г.п.'],['Медеуский р-н']
 мкр Кулагер 8,40 000 000 〒,2, 67, 3/9,['монолитный дом'],['2005 г.п.'],['Жетысуский р-н']
 Жунисова 10 к1,22 500 000 〒,1, 47, 7/10,['монолитный дом'],['2019 г.п.'],['Наурызбайский р-н']
" мкр Шугыла, Жуалы 28 — Жуалы 28",27 500 000 〒,1, 60, 16/16,['монолитный дом'],['2016 г.п.'],['Наурызбайский р-н']
 Тургут Озала 237,30 800 000 〒,1, 55, 1/20,['монолитный дом'],['2024 г.п.'],['Бостандыкский р-н']
 Ташкентская — Алтынорда,3 490 000 〒,1, 12, 1,[],['2000 г.п.'],['Наурызбайский р-н']
 Есенберлина 155 — Зоопарк,88 610 000 〒,3, 86.7, 6/6,['монолитный дом'],['2010 г.п.'],['Медеуский р-н']
 мкр Нуркент (Алгабас-1) — Момышулы-Рыскулова,53 000 000 〒,3, 87.1, 1/9,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
" мкр Тастак-3, Розыбакиева — Дуйсенова - Розыбакиева",40 500 000 〒,3, 66.2, 1/5,['кирпичный дом'],['1992 г.п.'],['Алмалинский р-н']
 Байтурсынова 163,29 000 000 〒,1, 31, 2/4,['кирпичный дом'],['1963 г.п.'],[]
 Райымбека 82/90 — Саяхат,30 000 000 〒,1, 32, 5/5,['панельный дом'],['1967 г.п.'],['Медеуский р-н']
 Райымбека 590/6 — Жк нурлы дала напротив Леруа Мерлен,30 000 000 〒,2, 54, 9/9,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Огарёва 20,44 000 000 〒,3, 70, 2/3,['кирпичный дом'],['1983 г.п.'],['Турксибский р-н']
 мкр Таугуль-3 11 — Жандосова Шаймерденова,41 500 000 〒,3, 75, 2/2,['монолитный дом'],['1989 г.п.'],['Ауэзовский р-н']
 Шугыла Алтын Орда 27 блок,15 300 000 〒,1, 25.6, 7/10,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Жк Sofia 8,19 000 000 〒,1, 45.1, 5/7,['монолитный дом'],['2022 г.п.'],['Алатауский р-н']
 мкр Акбулак 77 — Алматы - Арена,32 000 000 〒,1, 37, 10/12,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 мкр Орбита-3 25,82 000 000 〒,3, 97, 2/14,['монолитный дом'],['2006 г.п.'],['Бостандыкский р-н']
 Кабдолова 14 — проспект Алтынсарина,35 000 000 〒,1, 37, 5/13,['монолитный дом'],['2021 г.п.'],['Ауэзовский р-н']
 Жандосова 94А,31 500 000 〒,2, 45, 16/17,['монолитный дом'],['2023 г.п.'],[]
 мкр Кемел (Первомайское),30 000 000 〒,3, 70, 4/4,['кирпичный дом'],['1975 г.п.'],['Жетысуский р-н']
 Жандосова 94А,33 800 000 〒,2, 45,,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 Гагарина 132 — Сатпаева,47 700 000 〒,2, 60, 4/9,['панельный дом'],['1993 г.п.'],['Алмалинский р-н']
 мкр Аксай-3 28 — Момышулы - Маргулана,35 000 000 〒,2, 52, 5/5,['панельный дом'],['1985 г.п.'],['Ауэзовский р-н']
 Райымбека — ТРК МАКСИМА,30 000 000 〒,1, 44, 9/9,['монолитный дом'],['2006 г.п.'],['Жетысуский р-н']
 Райымбек батыра 274 — Жк Dostar,24 500 000 〒,2, 48, 3/9,['монолитный дом'],['2022 г.п.'],[]
 Дарабоз — Алматы Арена,35 000 000 〒,2, 58.2, 11/12,['монолитный дом'],['2021 г.п.'],['Алатауский р-н']
" мкр Кокжиек 36 — Детский сад, школа, поликлиника",21 000 000 〒,1, 39.4, 2/6,['монолитный дом'],['2009 г.п.'],['Жетысуский р-н']
" мкр Аксай-5, Ақсай-5 ш/а. 12 — 1989",32 000 000 〒,1, 41, 7/9,['панельный дом'],['1989 г.п.'],['Ауэзовский р-н']
 мкр Самал-2 52,67 000 000 〒,2, 60, 5/9,['монолитный дом'],['1992 г.п.'],['Медеуский р-н']
 Навои 9/1,64 000 000 〒,3, 101.9, 2/18,['монолитный дом'],['2023 г.п.'],['Ауэзовский р-н']
 Кабдолова 10 — Гранд парк,19 000 000 〒,2, 35, 1/4,['кирпичный дом'],['1978 г.п.'],['Ауэзовский р-н']
 Райымбека 524,20 500 000 〒,1, 29, 9/12,['монолитный дом'],['2022 г.п.'],[]
 Сейфуллина 168,16 300 000 〒,1, 31, 2/2,[],['1960 г.п.'],['Турксибский р-н']
 Жарокова 16 — Кабанбай,45 000 000 〒,3, 65, 2/5,['панельный дом'],['1978 г.п.'],['Алмалинский р-н']
" мкр Курамыс, Сейдимбек 102",26 200 000 〒,1, 42, 3/4,['монолитный дом'],['2023 г.п.'],['Наурызбайский р-н']
" мкр Шугыла, Дала 76 — Возле апорт Молла",9 000 000 〒,1, 11, 4/4,['кирпичный дом'],['2017 г.п.'],['Наурызбайский р-н']
 Навои 324 8,45 000 000 〒,3, 60, 2/5,['панельный дом'],['1975 г.п.'],['Бостандыкский р-н']
 Микрорайон Мамыр-1 26/1 — Лицей 173,37 000 000 〒,1, 50, 10/20,['монолитный дом'],['2023 г.п.'],['Ауэзовский р-н']
 мкр Орбита-3 35 — Рыскулбекова,50 000 000 〒,3, 72, 13/16,['монолитный дом'],['2010 г.п.'],['Бостандыкский р-н']
 Жамбыла 118 — Шарипова,65 000 000 〒,2, 57, 10/12,['монолитный дом'],['2021 г.п.'],['Алмалинский р-н']
 Жубанова 13,9 900 000 〒,1, 14, 3/5,['панельный дом'],['1975 г.п.'],[]
 мкр Айнабулак-2,39 000 000 〒,3, 66, 1/5,['панельный дом'],['1985 г.п.'],['Жетысуский р-н']
 мкр Орбита-2 19 — Напротив Парка Первого Президента,41 500 000 〒,3, 64.7, 3/5,['панельный дом'],['1978 г.п.'],['Бостандыкский р-н']
 мкр Жулдыз-1,31 000 000 〒,2, 62, 4/5,['панельный дом'],['1987 г.п.'],['Турксибский р-н']
 Райымбека 56 пятно — Жуалы,18 999 000 〒,1, 38.2, 5/9,['монолитный дом'],['2023 г.п.'],[]
 Назарбаева 34/1,80 000 000 〒,2, 85, 5/10,['монолитный дом'],['2020 г.п.'],['Медеуский р-н']
